ko,DEFINITION
K00001,E1.1.1.1, adh; alchl dehydrgenase [EC1.1.1.1]
K23022,TPS2; (3S)-(+)-asterisca-2(9),6-diene synthase [EC4.2.3.161]
K23023,K23023; (+)-crvl ether B/A synthase [EC4.2.3.163 4.2.3.171]
K23024,E4.2.3.166; (+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-l synthase [EC4.2.3.166]
K23025,AVP; H+-translcating diphsphatase [EC7.1.3.1]
K23026,LIMA1, EPLIN; LIM dmain and actin-binding prtein 1
K23027,MYOC; mycilin
K23028,SPECC1; cytspin
K23029,EFHC1; EF-hand dmain-cntaining prtein 1
K23030,E4.2.3.170; 4-epi-cubebl synthase [EC4.2.3.170]
K23031,E4.2.3.175; 10-epi-cubebl synthase [EC4.2.3.175]
K23032,E4.2.3.176; sesterfisherl synthase [EC4.2.3.176]
K23033,TENT5A_B, FAM46A_B; terminal nucletidyltransferase 5A/B [EC2.7.7.-]
K23034,TENT5C, FAM46C; terminal nucletidyltransferase 5C [EC2.7.7.19]
K23035,TENT5D, FAM46D; terminal nucletidyltransferase 5D [EC2.7.7.19]
K23036,desC2; sn-2 palmityl-lipid 9-desaturase [EC1.14.19.27]
K23037,CRTS, ASY; beta-cartene 4-etlase/3-hydrxylase [EC1.14.99.63 1.14.15.24 1.14.99.-]
K23038,ZC3H14; zinc finger CCCH dmain-cntaining prtein 14
K23039,NAB2; nuclear plyadenylated RNA-binding prtein NAB2
K23040,METTL22; methyltransferase-lie prtein 22 [EC2.1.1.-]
K23041,DEAF1; defrmed epidermal autregulatry factr 1
K23042,CPS1; peregrinl diphsphate synthase [EC4.2.1.174]
K23043,E4.2.3.157; (+)-isafricanl synthase [EC4.2.3.157]
K23044,sds; selina-4(15),7(11)-diene synthase [EC4.2.3.181]
K23045,E4.2.3.182; pristinl synthase [EC4.2.3.182]
K23046,hcs; (2Z,6E)-hedycaryl synthase [EC4.2.3.187]
K23047,UNKL; E3 ubiquitin-prtein ligase UNKL [EC2.3.2.27]
K23048,UNK; RING finger prtein unempt
K23049,HECA, HDC; headcase prtein
K23050,PCBER1; phenylcumaran benzylic ether reductase [EC1.3.1.-]
K23051,ndhT; NAD(P)H-quinne xidreductase subunit T, chlrplastic [EC1.6.5.-]
K23052,ndhU; NAD(P)H-quinne xidreductase subunit U, chlrplastic [EC1.6.5.-]
K23053,SOMT-2; flavnid 4'-O-methyltransferase [EC2.1.1.231]
K23054,desC; sn-1 stearyl-lipid 9-desaturase [EC1.14.19.28]
K23055,K23055; putative lysine/arginine/rnithine/histidine/ctpine transprt system substrate-binding prtein
K23056,K23056; putative lysine/arginine/rnithine/histidine/ctpine transprt system permease prtein
K23057,K23057; putative lysine/arginine/rnithine/histidine/ctpine transprt system permease prtein
K23058,K23058; putative lysine/arginine/rnithine/histidine/ctpine transprt system ATP-binding prtein [EC7.4.2.1]
K23059,artP, artI; arginine/lysine/histidine transprter system substrate-binding prtein
K23060,artR, artM; arginine/lysine/histidine transprt system ATP-binding prtein [EC7.4.2.1]
K23061,lhpP; hydrxyprline transprter system substrate-binding prtein
K23062,lhpM; hydrxyprline transprt system permease prtein
K23063,lhpN; hydrxyprline transprt system permease prtein
K23064,lhpO; hydrxyprline transprt system ATP-binding prtein [EC7.4.2.1]
K23065,SWNN; swainsnine bisynthesis xidreductase SwnN [EC1.3.1.-]
K23066,SWNH1_2; swainsnine bisynthesis dixygenase SwnH1/2 [EC1.14.11.-]
K23067,waaX; beta-1,4-galactsyltransferase
K23068,p30II; HTLV-1 accessry prtein p30II
K23069,p12I; HTLV-1 accessry prtein p12I
K23070,p13; HTLV-1 accessry prtein p13
K23071,HBZ; HTLV-1 basic zipper factr
K23074,LMP2B; EBV latent membrane prtein 2B
K23075,garA; glutathine amide-dependent perxidase [EC1.11.1.17]
K23076,garB; glutathine amide reductase [EC1.8.1.16]
K23077,dsrC; dissimilatry sulfite reductase related prtein
K23078,mqnK, menK; menaquinne C8-methyltransferase [EC2.1.1.350]
K23079,E2.4.1.359; glucsylglycerl phsphrylase (cnfiguratin-retaining) [EC2.4.1.359]
K23080,CASTOR1; cytslic arginine sensr fr mTORC1 subunit 1
K23081,CASTOR2; cytslic arginine sensr fr mTORC1 subunit 2
K23082,dH1; 3-dexy-D-mann-ctulsnic acid-hydrlase [EC3.2.1.144]
K23083,dH2; 3-dexy-D-mann-ctulsnic acid-hydrlase
K23086,ggH; glucsylglycerate hydrlase [EC3.2.1.208]
K23087,TFPI2; tissue factr pathway inhibitr 2
K23088,STRA6; vitamin A receptr/transprter (stra6) family prtein
K23089,WISP2; WNT1-inducible-signaling pathway prtein 2
K23090,WISP3; WNT1-inducible-signaling pathway prtein 3
K23091,KREMEN; remen prtein
K23092,MAB21L1; putative nucletidyltransferase [EC2.7.7.-]
K23093,USB1; U6 snRNA phsphdiesterase [EC3.1.4.-]
K23094,ABC4, menA; 2-carbxy-1,4-naphthquinne phytyltransferase [EC2.5.1.130]
K23095,MENG, menG; demethylphyllquinl methyltransferase [EC2.1.1.329]
K23096,RGMA; repulsive guidance mlecule A
K23097,RSPO2; R-spndin 2
K23098,RSPO3; R-spndin 3
K23099,RSPO4; R-spndin 4
K23100,HJV, RGMC; hemjuvelin
K23106,HAMP; hepcidin
K23107,yajO; 1-dexyxylulse-5-phsphate synthase [EC1.1.-.-]
K23108,BZO1; benzate---CA ligase [EC6.2.1.25]
K23109,fldH; armatic 2-xacid reductase [EC1.1.1.110]
K23110,fldB; (R)-phenyllactyl-CA dehydratase alpha subunit [EC4.2.1.-]
K23111,fldC; (R)-phenyllactyl-CA dehydratase beta subunit [EC4.2.1.-]
K23112,BRAT1; BRCA1-assciated ATM activatr 1
K23113,SMCHD1; structural maintenance f chrmsmes flexible hinge dmain-cntaining prtein 1
K23114,ARMT1; prtein-glutamate O-methyltransferase [EC2.1.1.-]
K23115,TTI2; TELO2-interacting prtein 2
K23116,HEPACAM; hepatcyte cell adhesin mlecule
K23117,lcp; end-cleaving rubber dixygenase [EC1.13.11.87]
K23118,rxB; end-cleaving rubber dixygenase [EC1.13.11.87]
K23119,ADS2; very-lng-chain acyl-lipid mega-9 desaturase [EC1.14.19.75]
K23120,cntL; D-histidine 2-aminbutanyltransferase [EC2.5.1.152]
K23121,pflD; trans-4-hydrxy-L-prline dehydratase [EC4.2.1.172]
K23122,cntM; staphylpine dehydrgenase [EC1.5.1.52]
K23123,pxpB; 5-xprlinase (ATP-hydrlysing) subunit B [EC3.5.2.9]
K23124,pxpC; 5-xprlinase (ATP-hydrlysing) subunit C [EC3.5.2.9]
K23125,DEFB1; beta-defensin 1
K23126,DEFB103; beta-defensin 103
K23127,fimW; cyclic-di-GMP-binding prtein
K23128,S; HBV large envelpe prtein
K23129,C; HBV capsid prtein
K23133,cmC; cmpetence-stimulating peptide
K23134,CYP71Z16_18; dlabradiene mnxygenase / zealexin A1 synthase [EC1.14.14.159 1.14.14.160]
K23135,CYP93G2; flavanne 2-hydrxylase [EC1.14.14.162]
K23136,CYP82C4; fraxetin 5-hydrxylase [EC1.14.14.164]
K23137,CYP82C2; indle-3-carbnyl nitrile 4-hydrxylase [EC1.14.14.165]
K23138,CYP109; cytchrme P450 family 109 [EC1.14.-.-]
K23139,CYP110; cytchrme P450 family 110 [EC1.14.-.-]
K23140,KISS1; metastasis-suppressr KiSS-1
K23141,NPW; neurpeptide W
K23142,UCN; urcrtin
K23143,PTH2, TIP39; tuberinfundibular peptide f 39 residues
K23144,K23144; UDP-N-acetylglucsamine diphsphrylase / glucse-1-phsphate thymidylyltransferase / UDP-N-acetylgalactsamine diphsphrylase / glucsamine-1-phsphate N-acetyltransferase / galactsamine-1-phsphate N-acetyltransferase [EC2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]
K23145,S8H; scpletin 8-hydrxylase [EC1.14.11.60]
K23146,HPD1; 3-hydrxyprpinate dehydrgenase [EC1.1.1.59]
K23147,E2.7.1.223; aminimidazle ribside inase [EC2.7.1.223]
K23148,E2.7.1.224; cytidine diphsphramidate inase [EC2.7.1.224]
K23149,E3.1.1.104; 5-phsph-D-xyln-1,4-lactnase [EC3.1.1.104]
K23150,E3.5.1.129; N5-(cytidine 5'-diphsphramidyl)-L-glutamine hydrlase [EC3.5.1.129]
K23151,METTL23; methyltransferase-lie prtein 23 [EC2.1.1.-]
K23152,LOS; lycpactaene synthase [EC2.5.1.148]
K23153,ncmP; ncamycin O-methyltransferase [EC2.1.1.351]
K23154,CGT; 2-hydrxyflavanne C-glucsyltransferase [EC2.4.1.360]
K23155,crtEb; lycpene elngase/hydratase (flavuxanthin-frming) [EC2.5.1.149]
K23156,papA3; myclipenyl-CA---2-(lng-chain-fatty acyl)-trehalse myclipenyltransferase / lng-chain-acyl-CA---trehalse acyltransferase [EC2.3.1.278 2.3.1.279]
K23157,OMT2; 3-O-acetyl-4'-O-demethylpapaverxine 4'-O-methyltransferase subunit OMT2 [EC2.1.1.352]
K23158,OMT3; 3-O-acetyl-4'-O-demethylpapaverxine 4'-O-methyltransferase subunit OMT3
K23159,lpxF; lipid A 4'-phsphatase [EC3.1.3.-]
K23160,wabB, rfbU; GlcNAc transferase
K23161,MAGAININ; magainin
K23162,MELT; melittin
K23163,sbp; sulfate/thisulfate transprt system substrate-binding prtein
K23164,RTN4IP1; reticuln-4-interacting prtein 1, mitchndrial
K23165,UQCC3; ubiquinl-cytchrme-c reductase cmplex assembly factr 3
K23166,OPA3; ptic atrphy 3 prtein
K23167,VAT1; synaptic vesicle membrane prtein VAT-1
K23168,MPAN; prtein MPAN
K23169,murD2; UDP-N-acetylmuramyl-L-alanine---L-glutamate ligase [EC6.3.2.53]
K23170,murL; UDP-N-acetyl-alpha-D-muramyl-L-alanyl-L-glutamate epimerase [EC5.1.1.23]
K23171,KSL4; dlabradiene synthase [EC4.2.3.196]
K23172,TPS2, SES; alpha-selinene synthase [EC4.2.3.198]
K23173,STPS; (-)-5-epieremphilene synthase [EC4.2.3.199]
K23174,PCS; beta-pinacene synthase [EC4.2.3.200]
K23175,RNU2; ribnuclease U2 [EC4.6.1.20]
K23176,mtxT; methylthixylse transferase
K23177,CYP71BL6; germacrene A acid 8beta-hydrxylase / 8-epi-inunlide synthase [EC1.14.14.168 1.14.14.170]
K23178,CYP71DD6; eupatlide synthase [EC1.14.14.169]
K23179,CYP93B2_16; flavne synthase II [EC1.14.19.76]
K23180,CYP93G1; flavne synthase II [EC1.14.19.76]
K23181,fecB; ferric citrate transprt system substrate-binding prtein
K23182,fecD; ferric citrate transprt system permease prtein
K23183,fecC; ferric citrate transprt system permease prtein
K23184,fecE; ferric citrate transprt system ATP-binding prtein [EC7.2.2.18]
K23185,fepB; ferric enterbactin transprt system substrate-binding prtein
K23186,fepD; ferric enterbactin transprt system permease prtein
K23187,fepG; ferric enterbactin transprt system permease prtein
K23188,fepC; ferric enterbactin transprt system ATP-binding prtein [EC7.2.2.17]
K23192,MYT1; myelin transcriptin factr 1
K23193,MYT1L; myelin transcriptin factr 1-lie prtein
K23194,GATAD2; transcriptinal repressr p66
K23195,CTCF; transcriptinal repressr CTCF
K23196,ZBTB18; zinc finger and BTB dmain-cntaining prtein 18
K23203,THAP1_3; THAP dmain-cntaining prtein 1/3
K23204,THAP2; THAP dmain-cntaining prtein 2
K23205,THAP4; THAP dmain-cntaining prtein 4
K23206,THAP5_8; THAP dmain-cntaining prtein 5/8
K23207,THAP6; THAP dmain-cntaining prtein 6
K23208,THAP7; THAP dmain-cntaining prtein 7
K23209,THAP9; DNA transpsase THAP9 [EC2.7.7.-]
K23210,THAP10; THAP dmain-cntaining prtein 10
K23211,THAP11; THAP dmain-cntaining prtein 11
K23212,UL46; HSV tegument prtein VP11/12
K23213,SIN3B; paired amphipathic helix prtein Sin3b
K23214,AUTS2; autism susceptibility gene 2 prtein
K23215,BCOR; bcl-6 crepressr
K23216,SETD5; SET dmain-cntaining prtein 5
K23217,SETBP1; SET-binding prtein
K23218,ZMYND11, BS69; zinc finger MYND dmain-cntaining prtein 11
K23219,MBD5; methyl-CpG-binding dmain prtein 5
K23220,LRIF1; ligand-dependent nuclear receptr-interacting factr 1
K23221,NAIF1; nuclear apptsis-inducing factr 1
K23222,HARBI1; nuclease HARBI1 [EC3.1.-.-]
K23223,PMFBP1; plyamine-mdulated factr 1-binding prtein 1
K23224,SPATA6; spermatgenesis-assciated prtein 6
K23225,SATB1; DNA-binding prtein SATB1
K23226,SATB2; DNA-binding prtein SATB2
K23227,fhuD; ferric hydrxamate transprt system substrate-binding prtein
K23228,fhuB; ferric hydrxamate transprt system permease prtein
K23231,E1.1.1.201; 7beta-hydrxysterid dehydrgenase (NADP+) [EC1.1.1.201]
K23232,10HGO; 8-hydrxygeranil dehydrgenase [EC1.1.1.324]
K23233,ODH1; D-ctpine dehydrgenase [EC1.5.1.11]
K23234,ALDH8A1; aminmucnate-semialdehyde dehydrgenase [EC1.2.1.32]
K23235,TADH; taurpine dehydrgenase [EC1.5.1.23]
K23236,safA; tw-cmpnent-system cnnectr prtein SafA
K23237,melR; AraC family transcriptinal regulatr, melibise pern regulatry prtein
K23238,rpiR, alsR; RpiR family transcriptinal regulatr, repressr f rpiB and als pern
K23239,frmR; FrmR/RcnR family transcriptinal regulatr, repressr f frmRAB pern
K23240,rcnR; FrmR/RcnR family transcriptinal regulatr, repressr f rcnA expressin
K23241,mdtM; MFS transprter, DHA1 family, multidrug resistance prtein
K23242,mntP; manganese efflux pump family prtein
K23243,rcnB; nicel/cbalt hmestasis prtein
K23244,apsD; D-apise dehydrgenase [EC1.1.1.-]
K23245,apnO; D-apinate xidismerase [EC1.1.1.-]
K23246,apnL; D-apinate lactnase [EC3.1.1.-]
K23247,iaK; 3-x-isapinate inase [EC2.7.1.-]
K23248,iaC; 3-x-isapinate decarbxylase [EC4.1.1.-]
K23252,aglS; dlichl phsphate-mannse mannsyltransferase [EC2.4.1.-]
K23253,putR; PucR family transcriptinal regulatr, prline-respnsive transcriptinal activatr
K23254,silP; P-type Ag+ transprter [EC7.2.2.15]
K23255,pilA; archaeal type IV pilus assembly prtein PilA
K23256,curA; NADPH-dependent curcumin reductase [EC1.3.1.-]
K23257,yvgN; methylglyxal/glyxal reductase [EC1.1.1.283 1.1.1.-]
K23258,mutT1; 8-x-dGTP phsphatase [EC3.6.1.-]
K23259,adh; isprpanl dehydrgenase (NADP+) [EC1.1.1.80]
K23260,TOGT1; scpletin glucsyltransferase [EC2.4.1.128]
K23261,5GT; cyanidin 3-O-rutinside 5-O-glucsyltransferase [EC2.4.1.116]
K23262,gvpA; gas vesicle structural prtein
K23263,gvpC; gas vesicle minr prtein
K23264,purS; phsphribsylfrmylglycinamidine synthase subunit PurS [EC6.3.5.3]
K23265,purQ; phsphribsylfrmylglycinamidine synthase subunit PurQ / glutaminase [EC6.3.5.3 3.5.1.2]
K23266,RARRES3; retinic acid receptr respnder prtein 3
K23267,APCS, SAP; serum amylid P cmpnent
K23268,VSIR, VISTA; V-type immunglbulin dmain-cntaining suppressr f T-cell activatin
K23269,purL; phsphribsylfrmylglycinamidine synthase subunit PurL [EC6.3.5.3]
K23270,purSL; phsphribsylfrmylglycinamidine synthase subunit PurSL [EC6.3.5.3]
K23271,eltD; erythritl/L-threitl dehydrgenase [EC1.1.1.-]
K23272,P2OX; pyranse xidase [EC1.1.3.10]
K23273,fdhL; fructse 5-dehydrgenase large subunit [EC1.1.99.11]
K23274,fdhS; fructse 5-dehydrgenase small subunit [EC1.1.99.11]
K23275,fdhC; fructse 5-dehydrgenase cytchrme subunit
K23276,CYP72A224; 7-dexylganate 7-hydrxylase [EC1.14.14.85]
K23277,HCBT; anthranilate N-benzyltransferase [EC2.3.1.144]
K23278,HRASLS5; phsphatidylethanlamine N-acyltransferase [EC2.3.1.-]
K23279,UGT84A13; gallate 1-beta-glucsyltransferase [EC2.4.1.136]
K23280,RRT; rhamngalacturnan I rhamnsyltransferase [EC2.4.1.351]
K23281,VPS33B; vacular prtein srting-assciated prtein 33B
K23282,PLEKHM1; plecstrin hmlgy dmain-cntaining family M member 1
K23283,RUSC1, NESCA; RUN and SH3 dmain-cntaining prtein 1
K23284,C1QL; C1q-related factr
K23285,GULP1, CED6; PTB dmain-cntaining engulfment adapter prtein 1
K23286,NEBL1_2; neurbeachin-lie prtein 1/2
K23287,VIPAS39, VPS16B; VPS33B-interacting prtein in plarity and apical restrictin
K23288,VPS50; syndetin
K23289,EIPR1, TSSC1; EARP and GARP cmplex-interacting prtein 1
K23290,PACS1; phsphfurin acidic cluster srting prtein 1
K23291,RUSC2; iprin
K23292,LNPK; endplasmic reticulum junctin frmatin prtein lunapar
K23293,RMDN3, PTPIP51; regulatr f micrtubule dynamics prtein 3
K23294,PACS2; phsphfurin acidic cluster srting prtein 2
K23295,KPTN; KICSTOR cmplex prtein aptin
K23296,ITFG2; KICSTOR cmplex prtein ITFG2
K23297,C12ORF66; KICSTOR cmplex prtein C12rf66
K23298,SZT2; KICSTOR cmplex prtein SZT2
K23299,WDFY1; WD repeat and FYVE dmain-cntaining prtein 1
K23300,qrcA; menaquinne reductase, multiheme cytchrme c subunit [EC1.97.-.-]
K23301,qrcC; menaquinne reductase, irn-sulfur cluster-binding subunit [EC1.97.-.-]
K23302,qrcB; menaquinne reductase, mlybdpterin-binding-lie subunit
K23303,qrcD; menaquinne reductase, integral membrane subunit
K23304,cysE; serine O-acetyltransferase [EC2.3.1.30]
K23305,gvpE; PadR family transcriptinal regulatr, activatr f gas vesicle frmatin
K23306,brz; bacterirhdpsin-regulating zinc finger prtein
K23307,gvpD; gas vesicle pern resressr
K23308,NUFIP1; nuclear fragile X mental retardatin-interacting prtein 1
K23309,ZNHIT3; zinc finger HIT dmain-cntaining prtein 3
K23310,PHF6; PHD finger prtein 6
K23311,CTC1; CST cmplex subunit CTC1
K23312,STN1; CST cmplex subunit STN1
K23313,TEN1; CST cmplex subunit TEN1
K23314,WRAP53, TCAB1; telmerase Cajal bdy prtein 1
K23315,basB; chemtactic signal transductin system substrate-binding prtein BasB
K23316,csB; chemtactic signal transductin system substrate-binding prtein CsB
K23317,MTF1; metal regulatry transcriptin factr 1
K23318,GREM; gremlin
K23319,ACLH; flavine halgenase [EC1.14.14.-]
K23320,ACLB; aspirchlrine bisynthesis cytchrme P450 mnxygenase [EC1.-.-.-]
K23321,ACLL; aspirchlrine bisynthesis cytchrme P450 mnxygenase [EC1.-.-.-]
K23322,ACLO; aspirchlrine bisynthesis cytchrme P450 mnxygenase [EC1.-.-.-]
K23323,GLIM, ACLM_U; glitxin/aspirchlrine bisynthesis O-methyltransferase [EC2.1.1.-]
K23324,EDARADD; ectdysplasin-A receptr-assciated adapter prtein
K23325,TBL2; transducin beta-lie prtein 2
K23326,CCNK; cyclin K
K23327,HIKESHI; prtein Hieshi
K23328,DMP1; dentin matrix acidic phsphprtein 1
K23329,HMT1, ACLQ; ATP-binding cassette, subfamily B, vacular membrane transprter HMT1/ACLQ
K23330,LZTR1; leucine-zipper-lie transcriptinal regulatr 1
K23331,DCAF17; DDB1- and CUL4-assciated factr 17
K23332,RSPRY1; RING finger and SPRY dmain-cntaining prtein 1
K23333,RMND5; E3 ubiquitin-prtein transferase RMND5 [EC2.3.2.27]
K23334,RANBP9_10, RANBPM; Ran-binding prtein 9/10
K23335,GID4; glucse-induced degradatin prtein 4
K23336,ARMC8; armadill repeat-cntaining prtein 8
K23337,MKLN1; muselin
K23338,GID8; glucse-induced degradatin prtein 8
K23339,YPEL5; prtein yippee-lie 5
K23340,TMUB; transmembrane and ubiquitin-lie dmain-cntaining prtein
K23341,ERLIN; erlin
K23342,FBN2_3; fibrillin 2/3
K23343,CCDC22; ciled-cil dmain-cntaining prtein 22
K23344,DDRGK1; DDRGK dmain-cntaining prtein 1
K23345,GLMN; glmulin
K23346,KDF1; eratincyte differentiatin factr 1
K23347,dpQ; prbable Kdp system regulatry prtein
K23348,dmsR; HTH-type transcriptinal regulatr, dimethyl sulfxide reductase transcriptin regulatr
K23349,dmsD; putative dimethyl sulfxide reductase chaperne
K23351,gcdC, mmdC; glutacnyl-CA/methylmalnyl-CA decarbxylase subunit gamma
K23352,gcdD, mmdD; glutacnyl-CA/methylmalnyl-CA decarbxylase subunit delta
K23353,PDLIM1_2_3_4; PDZ and LIM dmain prtein 1/2/3/4
K23354,LIMS1_2, PINCH1_2; LIM and senescent cell antigen-lie-cntaining dmain prtein 1/2
K23355,VASH; tubulinyl-Tyr carbxypeptidase [EC3.4.17.17]
K23356,trmB; HTH-type transcriptinal regulatr, sugar sensing transcriptinal regulatr
K23357,SVBP; small vashibin-binding prtein
K23358,TAF1; transcriptin initiatin factr TFIID subunit 1, fungi type [EC2.3.1.48]
K23359,biuH; biuret amidhydrlase [EC3.5.1.84]
K23360,mmdE; methylmalnyl-CA decarbxylase subunit epsiln
K23361,sbnD; MFS transprter, DHA1 family, staphylferrin B bisynthesis exprter
K23362,MPPE1, PGAP5; ethanlamine phsphate phsphdiesterase [EC3.1.-.-]
K23363,iem, is; iseugenl mnxygenase [EC1.13.11.88]
K23364,aurH; lutethin mnxygenase [EC1.14.15.37]
K23365,cpA; 5-hydrxyddecatetraenal plyetide synthase CpA [EC2.3.1.281]
K23366,cpB; 5-hydrxyddecatetraenal plyetide synthase CpB [EC2.3.1.281]
K23367,cpC; 5-hydrxyddecatetraenal plyetide synthase CpC [EC2.3.1.281]
K23368,TRIP11; thyrid receptr-interacting prtein 11
K23369,ADAMTSL4; ADAMTS-lie prtein 4
K23370,serK; L-serine inase (ADP) [EC2.7.1.226]
K23371,sbnI; L-serine inase (ATP) / ParB family transcriptinal regulatr, heme-respnsive regulatr [EC2.7.1.225]
K23372,sbnE; L-2,3-diaminprpanate---citrate ligase [EC6.3.2.54]
K23373,sbnH; 2-[(L-alanin-3-ylcarbamyl)methyl]-2-hydrxybutanediate decarbxylase [EC4.1.1.117]
K23374,sbnF; 2-[(L-alanin-3-ylcarbamyl)methyl]-3-(2-aminethylcarbamyl)-2-hydrxyprpanate synthase [EC6.3.2.55]
K23375,sbnC; staphylferrin B synthase [EC6.3.2.56]
K23376,sbnG; staphylferrin B bisynthesis citrate synthase
K23377,THSD4, ADAMTSL6; thrmbspndin type-1 dmain-cntaining prtein 4
K23378,E1.14.11.62; trans-4-cumaryl-CA 2-hydrxylase [EC1.14.11.62]
K23379,FRAS1; extracelluar matrix prtein FRAS1
K23380,FREM1_2; FRAS1-related extracelluar matrix prtein 1/2
K23381,vCCI; Pxvirus chemine inhibitr
K23382,gG; Simplexvirus envelpe glycprtein G
K23383,FREM3; FRAS1-related extracellular matrix prtein 3
K23384,iad; indleacetate decarbxylase [EC4.1.1.115]
K23385,dD; D-rnithine/D-lysine decarbxylase [EC4.1.1.116]
K23386,PWWP3, MUM1; PWWP dmain-cntaining DNA repair factr 3
K23387,GET4; glgi t ER traffic prtein 4
K23388,UBL4A, GET5; ubiquitin-lie prtein 4A
K23389,KLLN; illin
K23390,BAG6; large prline-rich prtein BAG6
K23391,MC053L, MC054L; MOCV1 interleuin 18 binding prtein
K23392,vCCL4a, U83; HHV6 CCRs chemine agnist
K23393,murT; lipid II isglutaminyl synthase (glutamine-hydrlysing) [EC6.3.5.13]
K23394,aurI; demethyllutethin O-methyltransferase [EC2.1.1.353]
K23395,E2.4.1.361; GDP-mannsedi-my-insitl-1,3'-phsphate beta-1,2-mannsyltransferase [EC2.4.1.361]
K23396,brsB; alpha-(1->3) branching sucrase [EC2.4.1.362]
K23397,cpG; 5-hydrxyddecatetraenal 1-amintransferase [EC2.6.1.115]
K23398,TRIP4; activating signal cintegratr 1
K23399,MGA; MAX gene-assciated prtein
K23400,DCDC1; dublecrtin dmain-cntaining prtein 1
K23401,SYNE4; nesprin-4
K23402,CBY1; prtein chibby 1
K23403,SPERT; spermatid-assciated prtein
K23404,TAPT1; transmembrane anterir psterir transfrmatin prtein 1
K23405,DCDC2; dublecrtin dmain-cntaining prtein 2
K23406,BAP18; chrmatin cmplexes subunit BAP18
K23407,GATAD1; GATA zinc finger dmain-cntaining prtein 1
K23408,CDCA7, JPO1; cell divisin cycle-assciated prtein 7
K23409,AHSG, FETUA; alpha-2-HS-glycprtein
K23410,HRG; histidine-rich glycprtein
K23411,FETUB; fetuin-B
K23412,SERPINI1; neurserpin
K23413,ANOS1, KAL1, WFDC19; ansmin-1
K23414,papA5; phenlphthicerl/phthicerl/phthidilne dimyccersyl transferase [EC2.3.1.282]
K23415,papA1; 2'-acyl-2-O-sulf-trehalse (hydrxy)phthiceranyltransferase [EC2.3.1.283]
K23416,chp1; 3'-(hydrxy)phthiceranyl-2'-palmityl(stearyl)-2-O-sulf-trehalse (hydrxy)phthiceranyltransferase [EC2.3.1.284]
K23417,SPINK1; serine prtease inhibitr Kazal-type 1
K23418,SPINK2; serine prtease inhibitr Kazal-type 2
K23419,SPINK4; serine prtease inhibitr Kazal-type 4
K23420,SPINK5; serine prtease inhibitr Kazal-type 5
K23421,SPINT2; Kunitz-type prtease inhibitr 2
K23422,SPINT3; Kunitz-type prtease inhibitr 3
K23423,SPINT4; Kunitz-type prtease inhibitr 4
K23424,TMTC; prtein O-mannsyl-transferase [EC2.4.1.-]
K23425,SERPINB1; leucyte elastase inhibitr
K23426,134R; YLDV 134R prtein
K23427,7L; Pxvirus chemine receptr 7L
K23428,2L; TPV TNF binding prtein 2L
K23429,SERPINE3; serpin E3
K23430,SERPINI2; serpin I2
K23431,HHV6-U12; HHV6 CC-chemine receptr U12
K23432,HHV7-U12; HHV7 CC-chemine receptr U12
K23433,HHV6-U51; HHV6 G-prtein cupled receptr hmlg U51
K23434,HHV7-U51; HHV7 G-prtein cupled receptr hmlg U51
K23435,AGTPBP1, CCP1; cytslic carbxypeptidase prtein 1 [EC3.4.17.-]
K23436,AGBL1, CCP4; cytslic carbxypeptidase prtein 4 [EC3.4.17.-]
